numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,6.0,Software Development,public relations,14.18,Bachelor,pubmatic,georgia college state university,1
474,1.0,Education Management,substitute teacher,2.4,Bachelor,nyc department of education,hunter college,1
500,5.0,Education Administration Programs,coordinator,2.0,Bachelor,bitty city players,duke university,1
500,5.0,Venture Capital and Private Equity Principals,brand marketing,26.92,Bachelor,peppermill,university of pennsylvania,1
365,2.0,Hospital & Health Care,clinical research,18.5,Bachelor,icon plc,pace university,1
398,5.0,Computer Software,software engineering,5.25,Bachelor,github,duke university,1
500,4.0,Advertising Services,brand ambassador,9.0,empty,instacart,university of delaware,1
443,1.0,Writing and Editing,unemployed,19.23,Bachelor,gannett usa today network,monmouth university,1
432,3.0,Public Relations and Communications Services,writer,7.4,Bachelor,self employed,hofstra university,1
500,3.0,Hospitality,hospitality,18.26,Bachelor,hilton hotels resorts,university of miami,1
395,2.0,Writing and Editing,leasing,28.17,Bachelor,metropolitan property services inc,colegio de san juan de letran,1
500,3.0,Staffing & Recruiting,spring,9.75,Bachelor,daversa partners,lafayette college,1
500,5.0,Media Production,communication,27.5,Bachelor,ogilvy,springboard,1
500,3.0,Management Consulting,strategist,10.5,Bachelor,zeta charter schools,university of southern california,1
500,4.0,Financial Services,equity analyst,7.33,Bachelor,boothbay fund management llc,baruch college,1
500,1.0,"Health, Wellness & Fitness",trainer,20.58,Bachelor,lifetime fitness,indiana university southeast,1
500,5.0,Retail Apparel and Fashion,buying,21.33,Bachelor,joe fresh,fashion institute of technology,1
500,4.0,Advertising Services,equity analyst,23.58,Bachelor,capco,drexel university,1
491,2.0,Civil Engineering,cad designer,5.92,Bachelor,skanska,the city university of new york,1
500,6.0,Education Administration Programs,writer,38.83,Bachelor,breaking walls,the school of the arts institute of chicago,1
500,6.0,Investment Management,investment,15.59,Bachelor,broad reach investment management llp,university of oxford,1
500,1.0,Libraries,nanny,5.91,Bachelor,bogota public schools,montclair state university,1
500,6.0,Computer Software,strategic,9.16,Bachelor,activate consulting,swarthmore college,1
500,2.0,Retail,staffing,31.0,Bachelor,walmart global tech india,university of new orleans,1
500,6.0,Advertising Services,creative,17.66,Bachelor,klick,boston college,1
410,5.0,Cosmetics,marketing sales,17.5,Bachelor,basf,rutgers school of engineering,1
500,2.0,Information Technology & Services,software engineering,11.92,Bachelor,blackrock,university of michigan,1
500,7.0,"Technology, Information and Internet",contributor,21.34,Bachelor,founders factory,wellesley college,1
500,3.0,Computer Software,public relations,2.92,Bachelor,rokt,zicklin school of business,1
500,5.0,Broadcast Media,producer,14.0,Bachelor,blink productions llc,the american film institute,1
391,6.0,Design,ux ui designer,8.75,Bachelor,goods gang,university of washington,1
500,3.0,Banking,stack developer,7.41,Bachelor,sumitomo mitsui banking corporation,columbia university in the city of new york,1
500,6.0,Software Development,software engineering,6.84,Bachelor,goldman sachs,university of maryland a james clark school of engineering,1
500,2.0,Events Services,real estate broker,6.0,Bachelor,kwnyc,russian university of the performing arts,1
500,5.0,Financial Services,data science,14.25,Bachelor,mastercard,rensselaer polytechnic institute,1
500,5.0,Online Audio and Video Media,digital sales,29.41,Bachelor,liveramp,webster university,1
500,5.0,Advertising Services,social media,8.67,Bachelor,cnc agency coffee n clothes,scripps college,1
500,6.0,Advertising Services,user,36.99,Bachelor,omnicom health,purdue university,1
500,6.0,Information Technology & Services,ambassador,8.33,Bachelor,kairos research,georgia state university,1
500,4.0,Pharmaceutical Manufacturing,security,27.17,Bachelor,confidential,stanford university graduate school of business,1
500,6.0,IT Services and IT Consulting,business architect,18.25,Bachelor,american express,texas mccombs school of business,1
500,1.0,Retail,merchandise,3.08,Bachelor,ross stores inc,university of wisconsin madison,1
500,6.0,Banking,sales account,9.41,Bachelor,gds group,university of sydney,1
500,2.0,Apparel & Fashion,stylist,8.0,Bachelor,alice olivia,kent state university,1
500,7.0,"Technology, Information and Internet",business developer,7.83,Bachelor,just bath vanities,new york university,1
500,5.0,Capital Markets,investments,14.49,Bachelor,santander us capital markets,hobart and william smith colleges,1
500,3.0,Higher Education,journalist,11.33,Bachelor,southern westchester boces,mount saint mary college,1
500,4.0,Advertising Services,social media,9.5,Bachelor,samsung electronics america,fordham university,1
500,5.0,Environmental Services,outside sales representative,24.58,Bachelor,rk environmental services llc,christopher newport university,1
500,6.0,Retail,financial,10.58,Bachelor,american rental association,tulane university a b freeman school of business,1
500,6.0,Real Estate,real estate,17.42,Bachelor,atlantic retail,boston university graduate school of management,1
500,3.0,Professional Training and Coaching,education,22.58,Bachelor,publicspeaking nyc,hku hogeschool voor de kunsten utrecht,1
500,5.0,Advertising Services,public relations,6.42,Bachelor,denzel white entertainment llc,state university of new york at binghamton,1
500,1.0,Publishing,editor,14.91,Bachelor,harpercollins publishers,new york university,1
420,2.0,Financial Services,spring,2.92,Bachelor,nuveen a tiaa company,wake forest university,1
500,1.0,Medical Practice,crew,7.49,Bachelor,bristol myers squibb,penn state university,1
500,5.0,Entertainment Providers,producer,16.34,Bachelor,admosis media group,ithaca college,1
500,5.0,Graphic Design,creative,26.42,Bachelor,radar,university of washington,1
500,3.0,Online Audio and Video Media,qa analyst,13.33,Bachelor,vimeo,hunter college,1
500,4.0,Entertainment Providers,social media,11.75,Bachelor,adobe,new york university,1
500,3.0,Construction,project controls,7.42,Bachelor,pavarini mcgovern,borough of manhattan community college,1
500,1.0,Marketing & Advertising,content creator,1.0,Bachelor,icon america,the george washington university,1
500,3.0,Financial Services,spring,3.41,Bachelor,bridgewater associates,harvard university,1
500,3.0,IT Services and IT Consulting,solutions consultant,33.42,Bachelor,insight,penn state university,1
452,1.0,Hospital & Health Care,nanny,3.59,Bachelor,heights and hills,unc gillings school of global public health,1
387,6.0,Retail,brand ambassador,22.17,Bachelor,gravity road,the new school,1
500,7.0,Public Relations and Communications Services,social media,8.41,Bachelor,taylor made connections,somerville academy,1
500,5.0,Venture Capital & Private Equity,equity,4.83,Bachelor,blackstone,stanford university,1
500,3.0,Computer Software,teaching,9.08,Bachelor,palantir technologies,yale university,1
500,5.0,Advertising Services,marketing coordinator,13.84,Bachelor,pepsico,montclair state university,1
464,1.0,Higher Education,teaching,4.75,High School,brown university,brown university,1
500,5.0,Graphic Design,art,2.99,Bachelor,publicis groupe,school of the art institute of chicago,1
500,2.0,Internet,innovation,5.0,Bachelor,luminary,vanderbilt university,1
500,5.0,Graphic Design,creative,8.66,High School,jam3,gobelins paris,1
500,1.0,Higher Education,study,6.16,Doctor,metropolitan transportation authority,stony brook university,1
500,5.0,Investment Management,investment,6.99,Bachelor,goldman sachs,georgetown university,1
338,6.0,Marketing & Advertising,account services,11.24,Bachelor,mei,the george washington university school of business,1
447,5.0,Wholesale,procurement,2.41,Bachelor,h d sheldon co,middlebury college,1
500,6.0,Retail,photographer,15.83,Bachelor,american express,harvard university,1
500,4.0,Advertising Services,small business,7.15,Bachelor,brown eyed flower child,james madison university,1
500,5.0,Writing & Editing,writer,9.75,Bachelor,snapchat videos,bard college,1
425,1.0,Graphic Design,sales representative,7.84,Bachelor,ebb flow nyc,parsons school of design the new school,1
347,4.0,Financial Services,investment banking,10.0,Bachelor,fortress investment group,hofstra university,1
500,2.0,Online Media,social media,10.72,Bachelor,refinery29 inc,lim college,1
500,4.0,Financial Services,equity,9.67,Bachelor,stone point capital,mcgill university,1
500,3.0,Banking,wealth,4.0,High School,barclays corporate investment bank,dickinson college,1
440,4.0,Banking,strategy consultant,9.67,Bachelor,citi,university at buffalo,1
500,4.0,Information Technology & Services,center,3.34,Bachelor,costo wholesale,syracuse university,1
500,5.0,Investment Banking,equity,9.58,Bachelor,castlelake,yale university,1
500,3.0,Financial Services,marketing,14.0,Bachelor,stripe,montclair state university,1
500,2.0,Financial Services,host,3.25,High School,citi,fullstack academy,1
500,5.0,Accounting,investment banking,9.91,Bachelor,evercore,the university of chicago booth school of business,1
500,6.0,Online Media,coo,24.59,Bachelor,long island computers technology,new york university,1
500,2.0,Financial Services,relationship,7.75,Bachelor,bloomberg,east china normal university,1
500,7.0,Financial Services,capital markets,17.91,Bachelor,julius technologies,the wharton school,1
500,4.0,Government Relations Services,compliance officer,16.42,Bachelor,mms group,university at albany,1
500,6.0,Computer Software,social media marketing,10.74,Bachelor,oddity,columbia university,1
500,5.0,Banking,financial consultant,15.32,Bachelor,jpmorgan chase co,new york university,1
500,4.0,Media Production,events,7.58,Bachelor,rilla,san francisco state university,1
500,6.0,Management Consulting,investor relations,11.58,Bachelor,c street advisory group,s i newhouse school of public communications at syracuse university,1
500,5.0,Computer Software,investment analyst,7.25,High School,uber,harvard university,1
500,3.0,Computer Software,stack engineer,2.16,Bachelor,digital service at centers for medicare medicaid services cms,hunter college,1
500,2.0,Information Technology & Services,social media marketing,2.0,MBA,real estate muses,startup ignition,1
500,5.0,Government Administration,administrative officer,41.33,Bachelor,new york city housing authority nycha,various professional institutions,1
500,5.0,Information Technology & Services,sales business development,34.17,Bachelor,pegasystems,montclair state university,1
371,2.0,Entertainment,artist,12.75,Bachelor,you must be joking,university of michigan,1
500,3.0,Software Development,database engineer,41.33,Bachelor,smc data systems,empire state university,1
500,3.0,Marketing & Advertising,creative,10.42,Bachelor,rubidex,bard college,1
500,3.0,Financial Services,investment analyst,0.42,Bachelor,morgan stanley,the honors college at florida international university fiu,1
500,2.0,Sports,media,12.5,Bachelor,vision insights,miami university,1
500,5.0,Marketing & Advertising,web designer,37.58,Bachelor,the fwa,school of visual arts,1
500,5.0,Marketing & Advertising,digital media,16.5,Bachelor,paramount,seton hall university,1
500,2.0,Venture Capital & Private Equity,capital markets,16.26,Bachelor,no,university of north carolina at chapel hill,1
385,5.0,Hospitality,human resources coordinator,10.51,Bachelor,meta,california state university east bay,1
500,1.0,Non-profit Organization Management,market research,3.66,Bachelor,koisra,parsons school of design the new school,1
500,1.0,Apparel & Fashion,stylist,8.09,Bachelor,untuckit,marist university,1
500,1.0,Non-profit Organization Management,journalist,6.26,Bachelor,the reach institute resource for advancing children s health,manhattan college,1
414,4.0,Public Relations and Communications Services,public relations,11.24,Bachelor,future of food entrepreneurship program,florida international university,1
462,2.0,Broadcast Media Production and Distribution,producer,30.65,Bachelor,the walt disney company,bard college,1
372,3.0,Marketing & Advertising,digital sales,14.49,Bachelor,snap inc,university of technology sydney,1
500,1.0,Online Media,social media,7.97,Bachelor,the wall street journal,northeastern university,1
500,1.0,Non-profit Organization Management,teaching,4.91,Bachelor,governo de goiás,columbia university,1
500,4.0,Public Relations and Communications Services,promotions,14.75,Bachelor,zeta global,pace university,1
389,2.0,Translation & Localization,teacher,17.5,Bachelor,welcoize inc discover ready new york,dod information assurance awareness,1
500,2.0,Apparel & Fashion,stylist,10.17,Associate,ashley stewart inc,the art institute of new york city,1
500,6.0,Entertainment,content creator,29.42,Bachelor,sinclair broadcast group,indiana university of pennsylvania,1
500,6.0,Logistics & Supply Chain,strategic,4.0,Bachelor,sovereign t limited,cornell university,1
500,2.0,Banking,investment analyst,3.01,Bachelor,atlas sp partners,columbia university,1
500,1.0,Sporting Goods Manufacturing,shop,28.57,Bachelor,pacsun,suny empire state college,1
500,3.0,Computer Software,software engineering,5.58,Bachelor,namely,app academy,1
421,5.0,Accounting,accounting,3.17,Bachelor,ey,lehigh university college of business,1
500,3.0,Financial Services,research,8.33,Bachelor,ethic,university of toronto,1
500,4.0,Investment Management,portfolio,17.33,Bachelor,alliancebernstein,university of pennsylvania,1
500,3.0,Architecture & Planning,research,6.74,Bachelor,new york city economic development corporation,cornell university,1
500,4.0,IT Services and IT Consulting,social media marketing,15.91,Bachelor,disney streaming,university of arizona,1
500,1.0,Marketing & Advertising,social media,2.43,High School,révive skincare,northeastern university,1
500,1.0,Hospitality,human resources coordinator,17.75,Bachelor,la maison du chocolat usa,niagara university,1
500,5.0,Medical Equipment Manufacturing,strategic accounts,15.0,Bachelor,johnson johnson,st john s university jamaica ny,1
500,2.0,Financial Services,finance,4.92,Doctor,jane street,university of michigan,1
500,4.0,Advertising Services,consumer marketing,32.75,Bachelor,netflix,boston university,1
500,4.0,Philanthropic Fundraising Services,community relations,19.41,Bachelor,colgate university,claremont colleges,1
500,2.0,Investment Banking,credit analyst,3.58,Bachelor,tpg twin brook capital partners,rutgers university,1
500,2.0,Higher Education,teacher,4.91,Bachelor,edu together,yellowbrick,1
500,6.0,Financial Services,business developer,33.91,Bachelor,the cline group llc,duke university,1
500,2.0,Marketing & Advertising,ambassador,9.83,Bachelor,grey,boston university,1
500,2.0,Higher Education,reporter,15.14,Bachelor,sv academy,university of north dakota,1
500,5.0,Marketing & Advertising,marketing representative,12.25,Bachelor,elevated e commerce,california state university sacramento,1
500,1.0,Management Consulting,promotions,19.33,Bachelor,deloitte,tuskegee university,1
500,3.0,Internet,social media,7.16,Bachelor,central synagogue,tel aviv university,1
500,4.0,Book and Periodical Publishing,writer,12.51,Bachelor,celebrity corner,the george washington university,1
500,4.0,International Affairs,writer,36.59,Bachelor,instituto interamericano de derechos humanos oficial,yale university,1
500,5.0,IT Services and IT Consulting,solutions consultant,24.16,Bachelor,levrx technology inc,purdue university,1
500,6.0,Financial Services,substitute teacher,9.0,Bachelor,ubs,vanderbilt university,1
500,2.0,Real Estate,equity analyst,3.76,Bachelor,the blackstone group,university of pennsylvania the wharton school,1
500,3.0,Financial Services,market research analyst,5.58,Bachelor,onepay,washington university in st louis olin business school,1
500,4.0,Apparel & Fashion,recruiter,13.75,Bachelor,windsor resources,california state university northridge,1
500,3.0,Software Development,development engineer,5.49,Bachelor,chainalysis inc,rochester institute of technology,1
442,5.0,Photography,photographer,8.08,Bachelor,american photographic artists inc,stony brook university,1
500,5.0,Non-profit Organizations,directors,15.66,Bachelor,bt müzik ve tiyatro kurs merkezi,the juilliard school,1
500,3.0,Writing and Editing,editor,12.41,Bachelor,indagare,harvard business school online,1
500,1.0,Financial Services,investment analyst,0.67,Bachelor,real power capital,nyu stern school of business,1
500,5.0,Computer Software,merchandising,13.0,Bachelor,amazon,new york university,1
500,1.0,Photography,photographer,2.0,Bachelor,world picture news,evergreen,1
500,6.0,Apparel & Fashion,advertising,14.07,Bachelor,akens group,fashion institute of technology,1
500,4.0,Software Development,software engineering,8.25,Bachelor,flatiron health,princeton university,1
500,4.0,"Technology, Information and Internet",marketing consultant,0.67,Bachelor,instal,università degli studi di firenze,1
500,1.0,Writing and Editing,reporter,6.83,Bachelor,the wall street journal,university of pennsylvania,1
500,3.0,Computer Software,software engineering,9.82,Bachelor,goodleap,eastern nazarene college,1
500,5.0,Financial Services,ambassador,5.83,Bachelor,citi,bentley university,1
500,2.0,Entertainment Providers,writer,13.73,Bachelor,hats ladders,ithaca college,1
500,6.0,Non-profit Organization Management,directors,10.41,Bachelor,yeshiva gedolah zichron moshe,yeshiva darchei torah,1
500,2.0,Computer Software,software engineer,9.83,Bachelor,kensho technologies,baruch college,1
500,4.0,Management Consulting,investment,6.5,Bachelor,youtube,georgetown university,1
500,1.0,Design,design consultant,3.16,Bachelor,tory burch,fashion institute of technology,1
500,2.0,Software Development,software engineering,1.74,Bachelor,airbnb,university of waterloo,1
500,4.0,Financial Services,directors,11.75,Bachelor,hj sims,the university of hong kong,1
471,5.0,Management Consulting,marketing representative,3.83,Bachelor,business talent group,auburn university,1
500,5.0,Design,graphic designer,8.09,Bachelor,razorfish,academy of art university,1
500,5.0,Marketing & Advertising,brand representative,10.84,Bachelor,horizon media,adelphi university,1
500,3.0,Financial Services,admissions,14.84,Bachelor,magnite,john jay college cuny,1
441,6.0,Photography,lecturer,0.17,Bachelor,truetiv,new york university,1
500,6.0,Financial Services,compensation,11.41,Bachelor,blackrock,university of connecticut,1
500,2.0,Advertising Services,social media,20.75,Bachelor,mr magazine,fashion institute of technology,1
500,6.0,IT Services and IT Consulting,products,29.0,Bachelor,newmark,university of pennsylvania,1
419,1.0,Financial Services,actuary,2.75,Bachelor,mutual of america financial group,touro university,1
500,4.0,IT Services and IT Consulting,technology architect,20.42,Bachelor,pfizer,university of mumbai,1
500,1.0,Entertainment,media,7.16,Bachelor,sportfive,syracuse university martin j whitman school of management,1
500,5.0,Accounting,food beverage,19.42,Bachelor,waldorf astoria new york,johnson wales university,1
500,4.0,Retail Apparel and Fashion,creative,31.5,Bachelor,9j concept store,fashion institute of technology,1
500,6.0,Higher Education,social media,17.58,Bachelor,the root remedy,athens state university,1
500,4.0,Information Technology & Services,major account,34.92,Bachelor,salesforce,pace university,1
435,2.0,Consumer Services,sales marketing,23.84,Bachelor,travel leisure co,douglass college rutgers university,1
500,7.0,Retail,brand,16.0,Bachelor,someone somewhere,san diego state university,1
386,2.0,Market Research,marketing representative,5.42,Bachelor,just worldwide ltd,hunter college,1
500,2.0,Computer Software,stack developer,4.0,Bachelor,dailypay inc,app academy,1
500,6.0,Banking,equity,9.74,Bachelor,imagefirst,fordham university,1
438,3.0,Biotechnology,teaching,8.67,Bachelor,bluerock therapeutics,temple university,1
460,5.0,Public Relations & Communications,public relations,12.17,Bachelor,arxada,northeastern university,1
500,6.0,Business Consulting and Services,analytics,17.0,Bachelor,deluxe,princeton university,1
500,2.0,Financial Services,financial,0.92,Bachelor,northeast financial network,pace university lubin school of business,1
500,4.0,Legal Services,business analyst,4.84,Bachelor,shopify,the university of texas at austin,1
500,4.0,Financial Services,spring,5.0,Bachelor,morgan stanley,brown university,1
500,5.0,Marketing & Advertising,creative,9.25,Bachelor,fig,university of central florida,1
342,5.0,Marketing & Advertising,social media marketing,9.83,Bachelor,what if media group,university of miami,1
500,7.0,Personal Care Product Manufacturing,brand ambassador,3.66,Bachelor,esw beauty,babson college,1
416,6.0,Financial Services,treasurer,7.91,Bachelor,jpmorgan chase co,virginia polytechnic institute and state university,1
500,5.0,Higher Education,teaching,20.09,Bachelor,rutgers robert wood johnson medical school,new york college of osteopathic medicine,1
500,1.0,Oil & Energy,student,3.18,High School,el dorado farms farming d california project,stanford university,1
500,5.0,Retail,commercial analyst,16.76,Bachelor,sakara life,drexel university,1
500,4.0,Apparel & Fashion,buying,11.26,Bachelor,komar,lim college,1
500,6.0,Marketing & Advertising,creative,7.59,Bachelor,supernova,the college of new jersey,1
450,1.0,Food & Beverages,admissions,8.59,Bachelor,pepsico,the college of new jersey,1
500,6.0,Marketing & Advertising,digital media,14.08,Bachelor,wavemaker,university of massachusetts amherst,1
500,5.0,Computer & Network Security,sales business development,22.08,Bachelor,palo alto networks,southern new hampshire university,1
452,6.0,Design Services,creative,6.75,Associate,private consultant for mens fashion label,fashion institute of technology,1
500,4.0,"Movies, Videos and Sound",video editor,38.0,Bachelor,studio rx,university of new haven,1
500,6.0,Financial Services,mergers acquisitions,21.0,Bachelor,fti consulting,university at buffalo school of management the state university of new york,1
500,3.0,"Technology, Information and Internet",product,7.58,Bachelor,meta,university of michigan,1
500,5.0,Apparel & Fashion,customer,12.16,Bachelor,khaite,parsons school of design,1
500,5.0,Government Relations Services,community relations,15.67,Bachelor,nyc mayor s office of criminal justice,queens college,1
500,5.0,Internet,artist,14.42,Bachelor,south park commons,university of pennsylvania,1
500,2.0,International Affairs,underwriting,6.09,Bachelor,the hartford,boston university,1
500,2.0,Computer Software,development engineer,4.0,Bachelor,radar,university of waterloo,1
500,4.0,Financial Services,equity,4.67,Bachelor,investment partnership,the wharton school,1
500,3.0,Biotechnology,data science,4.49,Bachelor,deloitte consulting,university of pennsylvania,1
462,4.0,Luxury Goods & Jewelry,visual merchandising,9.25,Bachelor,gucci,fashion institute of technology,1
500,2.0,Computer Software,software designer,13.75,Bachelor,google,ucla,1
500,3.0,Marketing & Advertising,business development representative,5.83,Bachelor,braze,university of colorado boulder leeds school of business,1
500,3.0,Investment Banking,analyst,2.75,Bachelor,provident healthcare partners,northeastern university,1
500,2.0,Computer Software,marketing services,9.75,Bachelor,google,columbia university in the city of new york,1
500,1.0,Information Technology & Services,reporter,3.92,MBA,bitcoin com,zicklin school of business,1
500,3.0,Financial Services,equity analyst,7.08,Bachelor,oppenheimer co inc,ucla,1
448,5.0,Fundraising,administrative coordinator,10.0,Bachelor,network of jewish human service agencies njhsa,montclair state university,1
500,5.0,Real Estate,officer,27.0,Bachelor,newmark,university at buffalo school of management the state university of new york,1
458,2.0,Software Development,software engineering,11.07,Bachelor,google,grinnell college,1
462,2.0,Non-profit Organizations,marketing communications,5.17,Bachelor,chelsea piers,lafayette college,1
500,4.0,Advertising Services,marketing consultant,9.01,Bachelor,google,lehigh university college of business and economics,1
384,4.0,Computers and Electronics Manufacturing,marketing,18.25,Bachelor,panasonic north america,miami university,1
352,3.0,Financial Services,wealth,7.58,Bachelor,ubs,city university of new york hunter college,1
478,3.0,Hospitality,admissions,9.0,Bachelor,policygenius,penn state university,1
461,4.0,Museums & Institutions,creative,19.16,Bachelor,freelance,sarah lawrence college,1
500,6.0,Financial Services,credit risk,15.41,Bachelor,n3xt,quinnipiac university,1
500,3.0,Hospital & Health Care,cna,8.16,Bachelor,the mount sinai hospital,new york university,1
500,5.0,Philanthropy,social,11.99,Bachelor,housing partnership network,state university of new york college of environmental sciences and forestry,1
500,4.0,Manufacturing,strategic,39.84,Bachelor,the post,wharton executive education,1
500,3.0,Design,design,10.08,Bachelor,hct by kdc one,parsons school of design,1
500,6.0,Financial Services,marketing communications,11.25,Bachelor,american express,syracuse university martin j whitman school of management,1
500,5.0,Financial Services,capital markets,12.76,Bachelor,merrill lynch,nyu stern school of business,1
394,2.0,Investment Management,software engineering,4.35,Bachelor,lmr partners,university of st andrews,1
402,2.0,Computer Software,software engineer,4.5,Bachelor,tiktok,carnegie mellon university,1
500,3.0,Computer Software,account sales,25.41,Bachelor,actabl,weber state university,1
500,3.0,Information Technology & Services,writer,6.0,Bachelor,grant thornton us,villanova university,1
500,2.0,Financial Services,equity analyst,6.25,Bachelor,bayview asset management llc,marist college school of management,1
500,4.0,Insurance,products,27.16,Bachelor,herald,yale university,1
466,5.0,Retail,retail sales,7.09,Bachelor,florence by mills fashion,fashion institute of design merchandising,1
410,2.0,Research,teaching,6.08,Bachelor,yale ventures,yale university,1
500,1.0,Animation,art,16.34,Bachelor,blavity inc,minneapolis college of art and design,1
500,6.0,Computer Software,media relations,25.41,Bachelor,pivotal communications,beloit college,1
500,4.0,Investment Banking,substitute teacher,7.33,Bachelor,needham company llc,university of scranton,1
500,2.0,Broadcast Media,writer,9.17,Bachelor,abc news,northeastern university,1
500,2.0,Law Practice,public relations,5.0,Bachelor,nyc public schools,st edward s university,1
500,1.0,Apparel & Fashion,stylist,2.74,Bachelor,pembley,university of missouri columbia,1
425,2.0,Architecture and Planning,stack developer,1.42,Bachelor,the tuesday company,pomona college,1
500,5.0,Marketing & Advertising,communications,5.0,Bachelor,havas,suny new paltz,1
500,3.0,Apparel & Fashion,brand ambassador,14.5,Bachelor,inmocean,oklahoma state university,1
500,5.0,Manufacturing,marketing representative,12.83,Bachelor,mars,lebanon valley college,1
500,5.0,Real Estate,public relations,9.92,Bachelor,l oréal,harvard business school online,1
500,3.0,Financial Services,courtesy,8.32,Bachelor,deloitte,rutgers business school,1
500,4.0,Marketing & Advertising,social media marketing,9.01,Bachelor,computer lunch games,university of pittsburgh,1
500,4.0,Apparel & Fashion,production,3.58,Bachelor,naeem khan,cornell university,1
500,1.0,Public Relations & Communications,communications coordinator,33.48,Bachelor,private school,columbia university,1
500,5.0,Design Services,design,9.26,Bachelor,naadam,fashion institute of technology,1
500,2.0,Marketing & Advertising,advertising,15.5,Bachelor,coralwagnerrodrigues,institute of practitioners in advertising ipa,1
500,5.0,Marketing & Advertising,graphic designer,20.66,Bachelor,momentum worldwide,monmouth university,1
500,4.0,Management Consulting,counselor,0.58,Bachelor,pwc,the george washington university,1
500,2.0,Financial Services,equity analyst,8.84,Bachelor,goldman sachs,rutgers university,1
411,3.0,Construction,architecture,13.5,Bachelor,dbi projects,new york institute of technology,1
500,5.0,Insurance,underwriter,13.08,Bachelor,zurich north america,quinnipiac university,1
500,2.0,Hospital & Health Care,student worker,6.09,Bachelor,lockheed martin,rollins college,1
500,5.0,Information Technology & Services,marketing sales,16.08,Bachelor,amazon web services aws,horace mann school,1
500,4.0,Internet,marketing consultant,9.08,Bachelor,jun group,university of connecticut,1
500,2.0,Broadcast Media,producer,3.24,Bachelor,msnbc,brooklyn college,1
500,3.0,Marketing & Advertising,events,18.42,Bachelor,crg productions,university of maryland,1
500,4.0,Real Estate,resident,7.75,Associate,nyu langone health,beacon high school,1
500,3.0,Computer Software,embedded software engineer,13.5,Bachelor,ramp,thayer school of engineering at dartmouth,1
500,3.0,Financial Services,portfolio analyst,5.83,Bachelor,moody s ratings,university of connecticut,1
500,1.0,Financial Services,financial representative,20.59,Bachelor,symmetry financial group,school of public affairs american university,1
500,1.0,Entertainment,teacher,13.34,Bachelor,artists first,university of michigan,1
391,4.0,Marketing & Advertising,media,7.25,Bachelor,initiative,university of delaware,1
500,5.0,Financial Services,investment analyst,5.91,Bachelor,bridgewater associates,cornell university,1
404,3.0,Civil Engineering,construction project,6.92,Bachelor,etc companies llc,university of vermont,1
480,1.0,Non-profit Organization Management,teaching,8.17,Bachelor,cardiovascular research foundation,bowdoin college,1
500,5.0,Management Consulting,installer,16.08,Bachelor,self employed,central connecticut state university,1
387,5.0,Graphic Design,creative,9.91,Bachelor,moxie,seton hall university,1
391,3.0,Retail Apparel and Fashion,beauty consultant,6.0,Bachelor,macy s,fashion institute of technology,1
500,3.0,Retail,social media,14.17,Bachelor,unilever,the catholic university of america,1
428,3.0,Events Services,hospitality,30.32,Bachelor,nobu restaurants,lycee sainte claire lille,1
500,6.0,Online Media,advertising,11.24,Bachelor,condé nast,university of canterbury,1
500,1.0,Musicians,real estate broker,5.17,Bachelor,the corcoran group,washington and lee university,1
500,4.0,Public Relations and Communications Services,brand ambassador,13.17,Bachelor,google,university of delaware,1
500,2.0,Legal Services,paralegal,14.08,Bachelor,konner gershburg melnick,columbia college chicago,1
500,6.0,Public Relations and Communications Services,government affairs,13.5,Bachelor,fti consulting,queen mary u of london,1
500,5.0,Arts & Crafts,directors,6.0,Bachelor,haus der kunst,new jersey city university,1
500,7.0,IT Services and IT Consulting,information systems,28.0,Bachelor,cleary gottlieb steen hamilton llp,university at albany,1
500,2.0,Marketing & Advertising,content creator,1.5,Bachelor,mcdermott will schulte,d amore mckim school of business at northeastern university,1
500,3.0,Medical Equipment Manufacturing,solutions,2.33,Bachelor,arthrex representatives,kent state university,1
500,6.0,Advertising Services,strategy analyst,12.24,Bachelor,lyft,east china normal university,1
500,4.0,Internet,sales development representative,5.49,Bachelor,insideview technologies inc,university of virginia,1
500,5.0,Musicians,creative,21.59,Bachelor,halo music sound,university of north texas,1
366,1.0,Outsourcing/Offshoring,nanny,2.08,Bachelor,sacred heart university,sacred heart university,1
500,6.0,Primary/Secondary Education,ambassador,7.25,Bachelor,d b enterprises,university of wisconsin madison,1
500,2.0,Entertainment Providers,recruiting,12.24,Bachelor,soni,western kentucky university,1
500,5.0,Advertising Services,advertising,20.0,Bachelor,nbcuniversal,juniata college,1
500,3.0,Non-profit Organizations,community relations,11.17,Bachelor,the lesbian gay bisexual and transgender community center,san francisco state university,1
500,5.0,Marketing & Advertising,marketing coordinator,6.41,Bachelor,nbcuniversal,the university of georgia,1
345,3.0,Hospital & Health Care,statistician,30.25,Bachelor,nyu langone health,university of medicine and dentistry of new jersey,1
500,4.0,Financial Services,credit analyst,8.59,Bachelor,everest insurance,fordham university,1
456,3.0,Information Technology & Services,business analyst,7.75,Bachelor,molex,anna university,1
480,3.0,Sporting Goods,brand ambassador,9.09,High School,nike,borough of manhattan community college,1
448,5.0,Retail,store,13.84,Associate,john varvatos,nassau community college,1
500,3.0,Beverage Manufacturing,marketing coordinator,10.25,Bachelor,proximo spirits,university of connecticut,1
